interaction_id,user_id,product_id,event_type,device,timestamp,session_id
INT_005288,U0045,1,purchase,desktop_browser,2025-12-29 09:35:58,SESS_90366
INT_004090,U0101,15,view,mobile_app,2025-12-29 09:44:24,SESS_28149
INT_006372,U0339,20,view,mobile_app,2025-12-29 09:58:11,SESS_41449
INT_007831,U0096,19,view,mobile_app,2025-12-29 09:59:50,SESS_70081
INT_002928,U0368,12,view,desktop_browser,2025-12-29 10:05:36,SESS_30612
INT_000465,U0326,7,view,desktop_browser,2025-12-29 10:07:36,SESS_63038
INT_008485,U0166,10,purchase,desktop_browser,2025-12-29 10:17:02,SESS_76090
INT_005051,U0015,4,view,desktop_browser,2025-12-29 10:18:56,SESS_76859
INT_006950,U0051,19,view,desktop_browser,2025-12-29 10:30:02,SESS_90168
INT_006813,U0310,1,view,mobile_app,2025-12-29 10:30:50,SESS_99483
INT_005872,U0096,6,view,desktop_browser,2025-12-29 10:33:33,SESS_28110
INT_001269,U0286,5,click,desktop_browser,2025-12-29 10:51:53,SESS_50283
INT_001604,U0417,5,view,desktop_browser,2025-12-29 10:53:43,SESS_82311
INT_001709,U0254,19,view,mobile_app,2025-12-29 10:58:37,SESS_97499
INT_000366,U0159,6,view,mobile_app,2025-12-29 10:59:51,SESS_46888
INT_005125,U0067,7,click,desktop_browser,2025-12-29 11:12:26,SESS_50979
INT_003798,U0377,9,add_to_cart,desktop_browser,2025-12-29 11:16:45,SESS_55635
INT_001441,U0433,18,view,mobile_app,2025-12-29 11:16:54,SESS_31781
INT_000452,U0034,16,purchase,desktop_browser,2025-12-29 11:22:23,SESS_35082
INT_007410,U0019,6,view,desktop_browser,2025-12-29 11:23:35,SESS_55183
INT_007244,U0459,6,click,desktop_browser,2025-12-29 11:24:24,SESS_95200
INT_000926,U0332,2,view,mobile_app,2025-12-29 11:25:56,SESS_34874
INT_003376,U0451,13,click,desktop_browser,2025-12-29 11:27:53,SESS_36343
INT_008159,U0414,1,add_to_cart,desktop_browser,2025-12-29 11:27:55,SESS_56096
INT_008409,U0330,12,view,desktop_browser,2025-12-29 11:28:05,SESS_55087
INT_002716,U0374,17,add_to_cart,desktop_browser,2025-12-29 11:28:18,SESS_44199
INT_005733,U0432,14,click,desktop_browser,2025-12-29 11:53:24,SESS_34487
INT_001629,U0226,11,view,mobile_app,2025-12-29 11:54:30,SESS_60347
INT_000011,U0212,4,add_to_cart,desktop_browser,2025-12-29 12:11:14,SESS_61670
INT_009155,U0140,6,add_to_cart,desktop_browser,2025-12-29 12:14:03,SESS_15812
INT_005924,U0485,6,view,desktop_browser,2025-12-29 12:14:29,SESS_70843
INT_005124,U0358,16,view,desktop_browser,2025-12-29 12:19:54,SESS_26180
INT_009589,U0230,2,click,mobile_app,2025-12-29 12:28:32,SESS_41358
INT_007367,U0429,12,view,mobile_app,2025-12-29 12:39:46,SESS_86998
INT_007852,U0286,5,view,mobile_app,2025-12-29 12:40:02,SESS_71424
INT_009310,U0073,9,view,mobile_app,2025-12-29 12:40:24,SESS_46166
INT_002548,U0399,19,click,mobile_app,2025-12-29 12:45:51,SESS_73198
INT_007468,U0172,18,view,mobile_app,2025-12-29 12:49:00,SESS_50264
INT_003779,U0301,18,click,mobile_app,2025-12-29 13:09:25,SESS_78405
INT_009559,U0040,5,view,mobile_app,2025-12-29 13:12:11,SESS_79429
INT_006997,U0477,15,click,desktop_browser,2025-12-29 13:12:31,SESS_36903
INT_002919,U0125,9,view,desktop_browser,2025-12-29 13:12:36,SESS_83945
INT_008119,U0129,7,view,mobile_app,2025-12-29 13:13:40,SESS_63718
INT_002834,U0412,7,view,desktop_browser,2025-12-29 13:16:28,SESS_49199
INT_009786,U0066,8,view,mobile_app,2025-12-29 13:22:04,SESS_12701
INT_007948,U0398,5,view,desktop_browser,2025-12-29 13:27:58,SESS_52377
INT_001281,U0065,7,click,mobile_app,2025-12-29 13:30:30,SESS_39302
INT_000285,U0423,20,add_to_cart,desktop_browser,2025-12-29 13:36:35,SESS_76215
INT_005736,U0445,3,view,desktop_browser,2025-12-29 13:39:29,SESS_17448
INT_009260,U0125,19,view,mobile_app,2025-12-29 13:55:05,SESS_28344
INT_002580,U0078,13,view,desktop_browser,2025-12-29 13:57:58,SESS_36052
INT_005988,U0132,18,click,mobile_app,2025-12-29 14:01:42,SESS_95665
INT_000039,U0227,4,view,desktop_browser,2025-12-29 14:01:55,SESS_49930
INT_001027,U0174,6,click,desktop_browser,2025-12-29 14:06:58,SESS_78924
INT_009539,U0077,18,click,desktop_browser,2025-12-29 14:08:04,SESS_80007
INT_006568,U0223,10,view,desktop_browser,2025-12-29 14:16:35,SESS_67317
INT_003549,U0377,8,click,mobile_app,2025-12-29 14:21:36,SESS_84069
INT_001727,U0496,12,view,mobile_app,2025-12-29 14:24:11,SESS_46931
INT_003282,U0303,6,click,desktop_browser,2025-12-29 14:29:46,SESS_89900
INT_009291,U0120,14,click,mobile_app,2025-12-29 14:31:19,SESS_25540
INT_008559,U0082,2,view,mobile_app,2025-12-29 14:37:43,SESS_27646
INT_004319,U0110,9,view,mobile_app,2025-12-29 14:51:29,SESS_54733
INT_006091,U0001,7,view,desktop_browser,2025-12-29 14:53:12,SESS_31851
INT_002993,U0172,17,view,desktop_browser,2025-12-29 14:56:03,SESS_52574
INT_005574,U0296,5,view,desktop_browser,2025-12-29 15:04:47,SESS_97788
INT_009518,U0461,9,view,desktop_browser,2025-12-29 15:06:59,SESS_79675
INT_003472,U0148,10,purchase,desktop_browser,2025-12-29 15:07:11,SESS_23277
INT_008425,U0352,2,add_to_cart,mobile_app,2025-12-29 15:26:54,SESS_44074
INT_001990,U0055,4,view,desktop_browser,2025-12-29 15:28:19,SESS_33924
INT_003753,U0396,9,click,desktop_browser,2025-12-29 15:30:10,SESS_62940
INT_009701,U0066,15,click,desktop_browser,2025-12-29 15:32:26,SESS_98649
INT_007002,U0252,9,purchase,mobile_app,2025-12-29 15:33:40,SESS_17037
INT_009077,U0021,12,view,mobile_app,2025-12-29 15:34:21,SESS_67210
INT_009106,U0207,15,view,mobile_app,2025-12-29 15:37:25,SESS_77913
INT_004514,U0173,13,view,desktop_browser,2025-12-29 15:38:04,SESS_80813
INT_008447,U0066,5,click,mobile_app,2025-12-29 15:39:03,SESS_41831
INT_003858,U0399,11,view,mobile_app,2025-12-29 15:42:22,SESS_57660
INT_003659,U0167,6,click,desktop_browser,2025-12-29 15:47:12,SESS_23115
INT_000863,U0453,14,view,mobile_app,2025-12-29 15:56:16,SESS_58920
INT_005234,U0100,11,view,mobile_app,2025-12-29 16:03:47,SESS_15639
INT_005993,U0003,9,click,mobile_app,2025-12-29 16:06:13,SESS_99280
INT_004890,U0282,5,view,desktop_browser,2025-12-29 16:08:20,SESS_90041
INT_002736,U0131,5,add_to_cart,mobile_app,2025-12-29 16:16:58,SESS_65171
INT_008993,U0056,17,click,mobile_app,2025-12-29 16:19:28,SESS_97973
INT_005418,U0266,6,add_to_cart,mobile_app,2025-12-29 16:21:18,SESS_31220
INT_009674,U0389,17,add_to_cart,mobile_app,2025-12-29 16:21:46,SESS_63508
INT_001083,U0262,6,view,mobile_app,2025-12-29 16:32:17,SESS_58333
INT_000157,U0073,20,view,mobile_app,2025-12-29 16:34:14,SESS_65224
INT_009054,U0433,10,click,mobile_app,2025-12-29 16:45:58,SESS_95694
INT_008404,U0345,3,view,desktop_browser,2025-12-29 17:01:44,SESS_28543
INT_005055,U0468,5,view,mobile_app,2025-12-29 17:03:06,SESS_53510
INT_005488,U0080,11,click,desktop_browser,2025-12-29 17:04:31,SESS_78082
INT_001861,U0186,3,view,desktop_browser,2025-12-29 17:22:06,SESS_58288
INT_002018,U0020,3,view,mobile_app,2025-12-29 17:24:46,SESS_72109
INT_007040,U0221,17,purchase,mobile_app,2025-12-29 17:25:03,SESS_60699
INT_007964,U0225,7,click,mobile_app,2025-12-29 17:26:41,SESS_97757
INT_009052,U0219,17,click,mobile_app,2025-12-29 17:27:34,SESS_94125
INT_004297,U0149,5,view,desktop_browser,2025-12-29 17:27:35,SESS_28640
INT_004121,U0226,2,view,mobile_app,2025-12-29 17:31:01,SESS_56380
INT_008290,U0062,12,click,desktop_browser,2025-12-29 17:32:11,SESS_84377
INT_005582,U0071,19,click,desktop_browser,2025-12-29 17:33:12,SESS_88096
INT_003879,U0269,19,view,mobile_app,2025-12-29 17:34:17,SESS_35710
INT_006155,U0370,10,click,desktop_browser,2025-12-29 17:35:49,SESS_21479
INT_005023,U0406,10,view,desktop_browser,2025-12-29 17:37:53,SESS_58876
INT_004389,U0217,13,purchase,mobile_app,2025-12-29 17:39:39,SESS_21584
INT_000489,U0120,2,view,desktop_browser,2025-12-29 17:54:28,SESS_78443
INT_008093,U0413,9,click,desktop_browser,2025-12-29 17:57:39,SESS_36680
INT_006369,U0107,18,click,mobile_app,2025-12-29 18:04:56,SESS_33164
INT_006812,U0494,1,view,mobile_app,2025-12-29 18:14:32,SESS_10076
INT_002562,U0231,2,view,desktop_browser,2025-12-29 18:20:30,SESS_55101
INT_006955,U0227,15,view,mobile_app,2025-12-29 18:24:46,SESS_91551
INT_001429,U0377,3,view,mobile_app,2025-12-29 18:25:07,SESS_38350
INT_000281,U0114,11,view,desktop_browser,2025-12-29 18:32:48,SESS_10762
INT_006197,U0264,2,add_to_cart,desktop_browser,2025-12-29 18:34:23,SESS_94635
INT_002985,U0185,16,click,desktop_browser,2025-12-29 18:35:52,SESS_79809
INT_004053,U0291,10,view,mobile_app,2025-12-29 18:40:47,SESS_80953
INT_003398,U0245,9,click,desktop_browser,2025-12-29 18:43:17,SESS_19900
INT_004845,U0393,2,view,mobile_app,2025-12-29 18:43:24,SESS_76635
INT_005602,U0423,12,view,desktop_browser,2025-12-29 18:48:00,SESS_96710
INT_006015,U0347,14,view,mobile_app,2025-12-29 18:49:21,SESS_88719
INT_003244,U0334,5,view,desktop_browser,2025-12-29 18:54:23,SESS_75695
INT_003520,U0451,9,view,desktop_browser,2025-12-29 19:06:07,SESS_98789
INT_006872,U0230,20,add_to_cart,desktop_browser,2025-12-29 19:07:40,SESS_37708
INT_005679,U0392,10,view,desktop_browser,2025-12-29 19:09:52,SESS_21611
INT_004452,U0283,20,view,mobile_app,2025-12-29 19:15:32,SESS_31593
INT_006013,U0185,13,click,desktop_browser,2025-12-29 19:20:01,SESS_95841
INT_004656,U0401,2,view,desktop_browser,2025-12-29 19:21:00,SESS_60707
INT_006308,U0229,2,view,desktop_browser,2025-12-29 19:25:13,SESS_88279
INT_005609,U0427,5,click,mobile_app,2025-12-29 19:25:43,SESS_15263
INT_003638,U0083,17,view,desktop_browser,2025-12-29 19:42:40,SESS_61146
INT_007536,U0130,9,click,mobile_app,2025-12-29 19:45:45,SESS_37387
INT_002854,U0140,13,click,desktop_browser,2025-12-29 19:48:42,SESS_59400
INT_000233,U0398,1,view,mobile_app,2025-12-29 19:49:26,SESS_62732
INT_001454,U0268,19,view,mobile_app,2025-12-29 19:53:36,SESS_27554
INT_003154,U0120,18,view,mobile_app,2025-12-29 19:56:24,SESS_53266
INT_004147,U0378,11,click,mobile_app,2025-12-29 20:01:23,SESS_87495
INT_008101,U0317,4,purchase,desktop_browser,2025-12-29 20:09:26,SESS_75650
INT_006304,U0494,11,view,desktop_browser,2025-12-29 20:17:24,SESS_37726
INT_003184,U0375,12,click,desktop_browser,2025-12-29 20:20:35,SESS_89732
INT_004249,U0439,8,view,desktop_browser,2025-12-29 20:22:16,SESS_44907
INT_009302,U0191,11,view,mobile_app,2025-12-29 20:26:23,SESS_79440
INT_007313,U0299,19,view,mobile_app,2025-12-29 20:35:43,SESS_10445
INT_005150,U0486,1,click,mobile_app,2025-12-29 20:37:53,SESS_11251
INT_007836,U0348,6,add_to_cart,desktop_browser,2025-12-29 20:38:33,SESS_87255
INT_004173,U0470,16,click,desktop_browser,2025-12-29 20:43:43,SESS_80037
INT_002330,U0343,13,view,mobile_app,2025-12-29 20:56:14,SESS_37101
INT_004723,U0479,4,view,desktop_browser,2025-12-29 20:56:22,SESS_41049
INT_003435,U0266,3,click,mobile_app,2025-12-29 20:57:00,SESS_76452
INT_008464,U0344,10,purchase,desktop_browser,2025-12-29 21:06:20,SESS_27248
INT_002730,U0017,4,view,desktop_browser,2025-12-29 21:06:38,SESS_53629
INT_001774,U0360,6,view,mobile_app,2025-12-29 21:13:51,SESS_89540
INT_002484,U0032,11,click,desktop_browser,2025-12-29 21:17:04,SESS_94616
INT_005447,U0219,19,click,mobile_app,2025-12-29 21:17:23,SESS_33474
INT_008024,U0111,7,click,mobile_app,2025-12-29 21:35:51,SESS_81807
INT_007921,U0276,12,view,desktop_browser,2025-12-29 21:42:14,SESS_69080
INT_005887,U0380,12,view,mobile_app,2025-12-29 21:49:03,SESS_88025
INT_006208,U0276,8,click,mobile_app,2025-12-29 21:53:44,SESS_64943
INT_008836,U0476,11,view,mobile_app,2025-12-29 21:57:49,SESS_49665
INT_007360,U0167,12,view,mobile_app,2025-12-29 21:58:38,SESS_79351
INT_007910,U0092,2,view,desktop_browser,2025-12-29 21:59:15,SESS_30938
INT_008534,U0291,8,view,mobile_app,2025-12-29 22:01:07,SESS_54304
INT_001275,U0291,19,add_to_cart,mobile_app,2025-12-29 22:02:09,SESS_40796
INT_003108,U0318,3,view,mobile_app,2025-12-29 22:06:12,SESS_28022
INT_007436,U0244,18,purchase,desktop_browser,2025-12-29 22:10:25,SESS_18534
INT_006403,U0359,10,view,desktop_browser,2025-12-29 22:15:24,SESS_82310
INT_009037,U0338,20,view,mobile_app,2025-12-29 22:26:31,SESS_92908
INT_003800,U0053,2,click,mobile_app,2025-12-29 22:26:32,SESS_35963
INT_002076,U0293,12,add_to_cart,desktop_browser,2025-12-29 22:28:58,SESS_17213
INT_003451,U0281,9,click,desktop_browser,2025-12-29 22:42:23,SESS_19239
INT_006145,U0482,10,click,mobile_app,2025-12-29 22:42:27,SESS_24048
INT_007028,U0340,11,view,desktop_browser,2025-12-29 22:47:14,SESS_71071
INT_009894,U0131,19,view,desktop_browser,2025-12-29 22:52:54,SESS_41645
INT_006820,U0428,16,view,desktop_browser,2025-12-29 22:55:44,SESS_44596
INT_003560,U0049,6,click,desktop_browser,2025-12-29 22:58:22,SESS_97941
INT_005915,U0276,2,add_to_cart,desktop_browser,2025-12-29 22:58:36,SESS_83484
INT_002949,U0426,1,view,desktop_browser,2025-12-29 23:00:11,SESS_20768
INT_001932,U0487,15,view,mobile_app,2025-12-29 23:10:27,SESS_40869
INT_006063,U0378,3,view,desktop_browser,2025-12-29 23:12:16,SESS_22870
INT_000107,U0194,17,view,desktop_browser,2025-12-29 23:13:20,SESS_62025
INT_008923,U0209,14,view,mobile_app,2025-12-29 23:20:11,SESS_13890
INT_007094,U0003,4,view,mobile_app,2025-12-29 23:21:30,SESS_95021
INT_006172,U0161,10,view,mobile_app,2025-12-29 23:23:04,SESS_66845
INT_000745,U0281,4,click,mobile_app,2025-12-29 23:23:43,SESS_59306
INT_006596,U0012,11,view,desktop_browser,2025-12-29 23:27:59,SESS_49713
INT_004762,U0167,19,click,desktop_browser,2025-12-29 23:28:35,SESS_61717
INT_009458,U0252,11,view,mobile_app,2025-12-29 23:34:57,SESS_84639
INT_009831,U0396,4,click,desktop_browser,2025-12-29 23:37:23,SESS_31458
INT_008737,U0405,2,click,desktop_browser,2025-12-29 23:43:17,SESS_17430
INT_003422,U0384,20,view,desktop_browser,2025-12-29 23:46:24,SESS_45833
INT_005353,U0394,4,view,desktop_browser,2025-12-29 23:47:33,SESS_50411
INT_002092,U0385,11,click,desktop_browser,2025-12-29 23:50:47,SESS_60641
INT_001461,U0106,8,view,mobile_app,2025-12-29 23:51:08,SESS_83969
INT_005497,U0455,20,view,mobile_app,2025-12-29 23:54:59,SESS_79211
INT_004137,U0044,11,click,mobile_app,2025-12-29 23:56:38,SESS_56472
INT_006299,U0223,2,view,desktop_browser,2025-12-30 00:03:30,SESS_49937
INT_000500,U0288,9,purchase,mobile_app,2025-12-30 00:03:35,SESS_17066
INT_008603,U0470,14,view,desktop_browser,2025-12-30 00:16:54,SESS_75303
INT_007271,U0283,14,view,mobile_app,2025-12-30 00:21:04,SESS_90933
INT_005033,U0240,1,view,desktop_browser,2025-12-30 00:39:07,SESS_21695
INT_004055,U0153,4,view,mobile_app,2025-12-30 00:41:27,SESS_15925
INT_008247,U0267,15,click,desktop_browser,2025-12-30 00:57:39,SESS_87427
INT_004601,U0341,10,click,desktop_browser,2025-12-30 00:58:15,SESS_76215
INT_001181,U0095,12,view,desktop_browser,2025-12-30 01:05:46,SESS_14284
INT_006987,U0001,2,add_to_cart,mobile_app,2025-12-30 01:09:43,SESS_10802
INT_009466,U0112,12,view,desktop_browser,2025-12-30 01:10:17,SESS_83727
INT_005315,U0269,6,purchase,mobile_app,2025-12-30 01:13:14,SESS_78449
INT_004924,U0119,17,view,mobile_app,2025-12-30 01:15:07,SESS_48373
INT_002907,U0447,7,view,desktop_browser,2025-12-30 01:25:43,SESS_26222
INT_005422,U0368,19,click,desktop_browser,2025-12-30 01:35:15,SESS_11510
INT_002646,U0266,9,click,desktop_browser,2025-12-30 01:36:37,SESS_54043
INT_003675,U0376,15,purchase,mobile_app,2025-12-30 01:54:15,SESS_81493
INT_005903,U0168,6,view,mobile_app,2025-12-30 01:55:14,SESS_94103
INT_006274,U0414,5,purchase,mobile_app,2025-12-30 01:55:28,SESS_81612
INT_003175,U0018,16,click,mobile_app,2025-12-30 01:59:44,SESS_13227
INT_008761,U0269,6,view,mobile_app,2025-12-30 02:14:14,SESS_89960
INT_009173,U0155,9,add_to_cart,desktop_browser,2025-12-30 02:16:41,SESS_87314
INT_000615,U0473,7,purchase,desktop_browser,2025-12-30 02:21:48,SESS_22499
INT_003974,U0144,8,view,desktop_browser,2025-12-30 02:24:46,SESS_26568
INT_007369,U0337,10,click,mobile_app,2025-12-30 02:25:55,SESS_81234
INT_008531,U0326,14,click,mobile_app,2025-12-30 02:27:07,SESS_70498
INT_008440,U0220,10,click,desktop_browser,2025-12-30 02:34:59,SESS_81748
INT_003832,U0066,9,view,mobile_app,2025-12-30 02:36:25,SESS_98841
INT_005097,U0392,18,add_to_cart,desktop_browser,2025-12-30 02:42:22,SESS_44580
INT_005305,U0241,7,view,desktop_browser,2025-12-30 02:43:28,SESS_48232
INT_004964,U0318,11,add_to_cart,mobile_app,2025-12-30 02:45:07,SESS_24648
INT_007664,U0195,18,view,mobile_app,2025-12-30 02:55:56,SESS_76767
INT_001145,U0252,9,click,desktop_browser,2025-12-30 02:59:12,SESS_11327
INT_005354,U0193,7,view,mobile_app,2025-12-30 03:04:13,SESS_59643
INT_000173,U0185,5,click,desktop_browser,2025-12-30 03:07:41,SESS_85285
INT_007139,U0067,9,click,mobile_app,2025-12-30 03:11:23,SESS_85848
INT_000647,U0364,6,view,mobile_app,2025-12-30 03:11:56,SESS_98274
INT_002051,U0215,19,view,desktop_browser,2025-12-30 03:12:11,SESS_29049
INT_006606,U0184,19,view,mobile_app,2025-12-30 03:17:39,SESS_13640
INT_007395,U0007,3,view,mobile_app,2025-12-30 03:21:28,SESS_13238
INT_001562,U0355,16,view,mobile_app,2025-12-30 03:22:42,SESS_18903
INT_003631,U0227,17,view,mobile_app,2025-12-30 03:39:29,SESS_53658
INT_009501,U0325,1,view,desktop_browser,2025-12-30 03:57:27,SESS_44224
INT_000214,U0485,18,view,mobile_app,2025-12-30 04:00:43,SESS_20022
INT_003672,U0102,6,click,desktop_browser,2025-12-30 04:00:53,SESS_69945
INT_009372,U0398,16,view,mobile_app,2025-12-30 04:11:36,SESS_75517
INT_002401,U0432,14,view,desktop_browser,2025-12-30 04:15:29,SESS_77199
INT_002280,U0340,11,add_to_cart,desktop_browser,2025-12-30 04:18:32,SESS_87422
INT_003273,U0246,15,click,mobile_app,2025-12-30 04:23:59,SESS_31215
INT_004957,U0290,7,purchase,desktop_browser,2025-12-30 04:24:36,SESS_54363
INT_008205,U0349,7,view,desktop_browser,2025-12-30 04:32:32,SESS_88039
INT_006572,U0032,5,view,mobile_app,2025-12-30 04:36:29,SESS_54629
INT_001894,U0156,3,click,mobile_app,2025-12-30 04:40:47,SESS_80072
INT_006322,U0069,2,view,mobile_app,2025-12-30 04:40:53,SESS_75662
INT_007775,U0354,13,view,desktop_browser,2025-12-30 04:44:44,SESS_34104
INT_005799,U0196,9,view,mobile_app,2025-12-30 04:51:18,SESS_12883
INT_005700,U0017,19,click,desktop_browser,2025-12-30 04:51:18,SESS_54416
INT_002634,U0115,15,add_to_cart,desktop_browser,2025-12-30 05:00:22,SESS_46584
INT_001362,U0230,1,view,desktop_browser,2025-12-30 05:06:05,SESS_10544
INT_008395,U0384,6,view,desktop_browser,2025-12-30 05:13:06,SESS_15971
INT_005376,U0173,5,click,mobile_app,2025-12-30 05:14:08,SESS_13193
INT_001453,U0111,2,view,desktop_browser,2025-12-30 05:19:50,SESS_14342
INT_002642,U0311,3,view,mobile_app,2025-12-30 05:24:31,SESS_27050
INT_002136,U0044,17,add_to_cart,desktop_browser,2025-12-30 05:45:30,SESS_95685
INT_000492,U0497,7,purchase,mobile_app,2025-12-30 05:52:49,SESS_31183
INT_002522,U0031,20,purchase,desktop_browser,2025-12-30 06:01:49,SESS_68330
INT_008837,U0480,4,view,mobile_app,2025-12-30 06:04:19,SESS_40415
INT_000211,U0059,4,view,mobile_app,2025-12-30 06:20:34,SESS_91182
INT_006614,U0417,18,view,desktop_browser,2025-12-30 06:24:50,SESS_86575
INT_000104,U0162,3,view,mobile_app,2025-12-30 06:34:35,SESS_41558
INT_004469,U0474,13,view,desktop_browser,2025-12-30 06:36:27,SESS_72364
INT_006709,U0043,19,view,desktop_browser,2025-12-30 06:37:55,SESS_62449
INT_009075,U0200,9,view,desktop_browser,2025-12-30 06:40:23,SESS_38259
INT_007863,U0189,4,view,mobile_app,2025-12-30 06:48:33,SESS_90175
INT_002623,U0136,3,view,desktop_browser,2025-12-30 06:50:47,SESS_84987
INT_007119,U0304,12,view,mobile_app,2025-12-30 06:53:19,SESS_23546
INT_002344,U0153,1,view,mobile_app,2025-12-30 06:56:11,SESS_22042
INT_008098,U0015,16,click,desktop_browser,2025-12-30 07:01:04,SESS_49852
INT_000851,U0249,2,click,mobile_app,2025-12-30 07:07:55,SESS_52447
INT_003999,U0345,9,view,mobile_app,2025-12-30 07:18:34,SESS_88565
INT_002188,U0273,17,click,mobile_app,2025-12-30 07:23:17,SESS_38247
INT_002421,U0060,6,view,desktop_browser,2025-12-30 07:30:32,SESS_10868
INT_003464,U0463,12,view,mobile_app,2025-12-30 07:30:37,SESS_52255
INT_005256,U0046,1,click,mobile_app,2025-12-30 07:32:10,SESS_46078
INT_000450,U0138,20,view,mobile_app,2025-12-30 07:33:43,SESS_87046
INT_006641,U0442,17,view,desktop_browser,2025-12-30 07:42:39,SESS_50237
INT_003587,U0116,2,click,mobile_app,2025-12-30 07:47:42,SESS_60143
INT_003122,U0401,4,view,desktop_browser,2025-12-30 07:50:05,SESS_76405
INT_009366,U0480,16,view,desktop_browser,2025-12-30 07:52:58,SESS_25886
INT_009241,U0293,5,view,mobile_app,2025-12-30 08:00:21,SESS_90165
INT_008762,U0257,1,view,desktop_browser,2025-12-30 08:02:00,SESS_83733
INT_005972,U0298,19,view,mobile_app,2025-12-30 08:02:15,SESS_39309
INT_002898,U0007,19,view,desktop_browser,2025-12-30 08:09:35,SESS_92301
INT_000165,U0040,4,click,desktop_browser,2025-12-30 08:13:05,SESS_29275
INT_002047,U0201,20,add_to_cart,mobile_app,2025-12-30 08:20:34,SESS_36465
INT_004756,U0185,12,view,desktop_browser,2025-12-30 08:21:58,SESS_96951
INT_003886,U0404,1,view,mobile_app,2025-12-30 08:26:53,SESS_35174
INT_001022,U0439,15,view,desktop_browser,2025-12-30 08:27:54,SESS_22907
INT_000699,U0383,14,add_to_cart,mobile_app,2025-12-30 08:37:24,SESS_89146
INT_007510,U0393,6,click,desktop_browser,2025-12-30 08:37:57,SESS_32578
INT_000007,U0206,1,view,mobile_app,2025-12-30 08:42:30,SESS_10485
INT_006958,U0029,6,view,mobile_app,2025-12-30 08:44:31,SESS_51514
INT_000061,U0148,9,view,desktop_browser,2025-12-30 08:44:58,SESS_45108
INT_002737,U0204,9,view,mobile_app,2025-12-30 09:05:41,SESS_42495
INT_005042,U0050,14,view,mobile_app,2025-12-30 09:10:34,SESS_73942
INT_007923,U0089,16,view,desktop_browser,2025-12-30 09:17:10,SESS_65572
INT_002541,U0281,13,view,mobile_app,2025-12-30 09:20:29,SESS_66871
INT_000278,U0181,13,click,desktop_browser,2025-12-30 09:24:56,SESS_27942
INT_001244,U0387,3,view,mobile_app,2025-12-30 09:27:30,SESS_59211
INT_007212,U0030,16,add_to_cart,desktop_browser,2025-12-30 09:27:41,SESS_81558
INT_004313,U0040,8,view,mobile_app,2025-12-30 09:28:15,SESS_98118
INT_004722,U0441,5,view,desktop_browser,2025-12-30 09:32:21,SESS_88284
INT_006016,U0491,3,view,mobile_app,2025-12-30 09:37:43,SESS_12851
INT_006043,U0026,12,add_to_cart,desktop_browser,2025-12-30 09:45:06,SESS_85078
INT_005858,U0208,9,click,desktop_browser,2025-12-30 09:58:23,SESS_68780
INT_006464,U0116,4,view,desktop_browser,2025-12-30 10:01:28,SESS_35306
INT_007257,U0109,5,add_to_cart,mobile_app,2025-12-30 10:01:41,SESS_18231
INT_005551,U0090,9,view,desktop_browser,2025-12-30 10:04:58,SESS_84024
INT_002487,U0393,13,view,mobile_app,2025-12-30 10:07:56,SESS_32242
INT_000261,U0493,3,view,desktop_browser,2025-12-30 10:14:49,SESS_20392
INT_004454,U0452,14,view,desktop_browser,2025-12-30 10:14:55,SESS_16933
INT_007742,U0293,6,click,desktop_browser,2025-12-30 10:17:28,SESS_76758
INT_005250,U0156,13,view,mobile_app,2025-12-30 10:21:44,SESS_13506
INT_000773,U0120,4,view,desktop_browser,2025-12-30 10:27:29,SESS_31819
INT_000125,U0004,20,click,desktop_browser,2025-12-30 10:28:02,SESS_42635
INT_004787,U0384,15,click,mobile_app,2025-12-30 10:35:15,SESS_25013
INT_001442,U0022,9,view,mobile_app,2025-12-30 10:38:58,SESS_14908
INT_001916,U0488,18,add_to_cart,mobile_app,2025-12-30 10:50:41,SESS_75588
INT_007251,U0479,7,purchase,mobile_app,2025-12-30 10:53:23,SESS_85660
INT_007400,U0193,7,click,mobile_app,2025-12-30 10:59:35,SESS_19522
INT_005715,U0383,11,view,mobile_app,2025-12-30 11:03:30,SESS_20011
INT_007484,U0406,18,view,desktop_browser,2025-12-30 11:05:12,SESS_71167
INT_006333,U0235,14,add_to_cart,mobile_app,2025-12-30 11:12:12,SESS_89512
INT_000696,U0063,20,purchase,desktop_browser,2025-12-30 11:12:56,SESS_67069
INT_007829,U0425,15,view,desktop_browser,2025-12-30 11:17:06,SESS_76660
INT_006341,U0077,17,view,mobile_app,2025-12-30 11:27:41,SESS_77096
INT_006856,U0073,2,view,desktop_browser,2025-12-30 11:32:36,SESS_10006
INT_005782,U0490,19,add_to_cart,desktop_browser,2025-12-30 11:33:59,SESS_50889
INT_003852,U0005,13,view,desktop_browser,2025-12-30 11:34:46,SESS_79607
INT_000152,U0426,5,view,mobile_app,2025-12-30 11:40:21,SESS_34743
INT_006277,U0284,11,click,mobile_app,2025-12-30 11:41:21,SESS_82807
INT_001194,U0282,19,view,mobile_app,2025-12-30 11:48:05,SESS_18505
INT_001904,U0245,6,view,mobile_app,2025-12-30 11:51:59,SESS_45074
INT_004546,U0104,7,view,desktop_browser,2025-12-30 11:52:46,SESS_29655
INT_007532,U0259,19,purchase,desktop_browser,2025-12-30 11:53:39,SESS_23405
INT_008528,U0252,14,click,desktop_browser,2025-12-30 11:57:25,SESS_91139
